ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Scraped Tweet ID
08-341,16/05/23 00:26:27,https://twitter.com/HoneyMush1/status/965771448420675586,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@HoneyMush1,Hailey,,Anonymous,02/12,374,17,,@gmanews Kailangan pa ba yang headline na yan?  Bat d nyo ilagay bong go hindi nag intervene sa frigate deal.  Fake news ang rappler at inquirer,,"Text, Reply",20/02/18 02:13,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2311
08-342,11/05/23 21:35:04,https://twitter.com/aveenacunagulo/status/965720628803153920,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@aveenacunagulo,Aveen Acuña-Gulo,Monumental Operations Manager (MOM),Anonymous,06/09,631,306,Cotabato City,"how stupid this fake news manufacturer @piaranada can get. di na nakinig, gusto pang ulitin ang lahat na sinabi sa senate hearing. can somebody glue this girl’s lips??? can’t wait for her and rappler to learn their lesson. the. hard. way. #PersonaNonGrata anywhere in the PH https://t.co/hHe8uCa6W9",,"Text, Quote Tweet",19/02/18 22:51,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2318
08-343,16/05/23 00:26:27,https://twitter.com/arvs798/status/965610438208634881,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@arvs798,Duds_26,,Anonymous,03/14,422,39,,@rapplerdotcom @piaranada Fake news na nman ba ito ng rappler? Hahaha,,"Text, Reply",19/02/18 15:34,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2326
08-344,11/05/23 21:34:21,https://twitter.com/Jerrison/status/965569179016450048,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Jerrison,Jerrison Pasamonte,,Identified,04/07,1191,233,"Lungsod ng Quezon, Pambansang",@rapplerdotcom @mariaressa @iMthinkingPinoy @Maharlika__ @MochaUson @srsasot THE LIES AND FAKENEWS OF RAPPLER CONTINUES. THIS SHOWS HOW STUPID AND IGNORANT RAPPLER IS. #ISupportSapBongGo https://t.co/9Iv3N7GEzY,,"Text, Image",19/02/18 12:50,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2332
08-345,16/05/23 00:26:27,https://twitter.com/migsacm09/status/965499477602729984,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@migsacm09,ACM,"GOT, LOTR, Marvel Fan. Accounting Student/Lumad(Manobo)..... LOVE POLITICS. Patay ang Grammar ko 🤣",Anonymous,09/16,645,69,"Davao City, Davao Region",@rapplerdotcom A fake news from fake media.. So what noe Ranada and Rappler? Burn kayo,,"Text, Reply",19/02/18 08:13,,"Rational, Emotional",0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2341
08-346,11/05/23 21:33:42,https://twitter.com/AKATSUKE23/status/965458559088644096,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@AKATSUKE23,Condoriano,"THOSE WHO BREAK THE RULES ARE SCUM, BUT THOSE WHO ABANDON THEIR FRIENDS ARE WORST THAN SCUMS",Anonymous,02/10,107,72,,"@rapplerdotcom Pilit tlaga ninyo ipalabas na tama nag report ninyo rappler. Kayo din ang sumisira sa pangalan ninyo as NEWS ENTITY. @rapplerdotcom has no credibility, Spreading fake news, tapos ipapalabas ninyo na ADMIN ni DU30 ang may kasalanan. Magsara lang kayo rappler. @piaranada",,"Text, Reply",19/02/18 05:30,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2347
08-347,16/05/23 00:26:27,https://twitter.com/YukiShiroMirai/status/964363166443479045,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@YukiShiroMirai,❄️ᜌᜓᜃᜒᜐ᜔ᜑᜒᜇᜓ🇵🇭ᜐᜓᜊᜁᜒᜇ☄️,#Anime #Manga #Hobby #Loli,Anonymous,09/16,2770,221,Maharlika,"Why are all Yellows,Oppositions mostly source for fake news and black propagandas are coming from Inquirer and Rappler don't they have anymore Arsenals?
@Dutertenomics @PHLTrustDuterte @k_aletha 
Please RT!!!",,Text,16/02/18 04:57,,Rational,3,1,4,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2357
08-348,11/05/23 21:32:56,https://twitter.com/wistlebomber/status/963077146175471616,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@wistlebomber,🦅D'Dfender(TRUMP-DU30)🦅🇺🇸🇵🇭🇬🇧🇫🇷🇮🇱🇯🇵,"🇺🇸0-9( VADM )officer of the navy, Mechanical Eng'r., Computer programmer & active patriot🎩.
#MOTTO; Non sibi sed patriae
#MAGA DEFENDER💥
#DU30 DEFENDER👊",Anonymous,03/11,15080,15810,"Nava de Francia, España","CNN-INTERNATIONAL is like ABS -CBN, INQUIRER, RAPPLER in the Philippines spreading fake news. They are under the umbrella of LIBERALS in secret connection of the NWO.",,Text,12/02/18 15:47,,Rational,4,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2361
08-349,16/05/23 00:26:27,https://twitter.com/Etnad08972903/status/960089461185921024,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Etnad08972903,BBM support,Anti Yellow,Anonymous,11/17,117,100,calabarzon philippines,@Simply_Clinton @markcojuangco @MochaUson @srsasot @iMthinkingPinoy Rappler fake news yan,,"Text, Reply",04/02/18 9:55,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2372
08-350,11/05/23 21:21:54,https://twitter.com/BanaagHerbert/status/958877082980777984,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@BanaagHerbert,Herbert Banaag,,Anonymous,08/17,440,3,,@lyrarivera @rapplerdotcom Rappler no1 fake news.... iniiba yun sinabe para lang makasira sa admin... dapat sarado na to,,"Text, Reply",01/02/18 1:38,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2379
08-351,16/05/23 00:26:27,https://twitter.com/bugoy1983/status/958479979511074816,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@bugoy1983,Campanella,,Anonymous,03/17,298,9,,@jamelaaisha its rappler source of fake news.,,"Text, Reply",30/01/18 23:20,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2386
08-352,11/05/23 21:18:10,https://twitter.com/AmponganMariel/status/958308805032464385,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@AmponganMariel,Mariel Ampongan,🌷🌹🌺🌸💐🌼🌻,Anonymous,12/17,26,19,"Naga City, Bicol Region",@gmanews #findingcocoy #joverlaurio aka PAB #rappler KAYO ANG FAKE NEWS!!! 💩💩,,"Text, Reply",30/01/18 11:59,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2392
08-353,16/05/23 00:26:27,https://twitter.com/mrssantos2016/status/958187596420562944,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@mrssantos2016,mrs. santos,Santos but never a Saint 😉😉😉,Anonymous,01/17,63,10,National Capital Region,Maria Ressa must have forgotten how the President ranted against her and Rappler some 2 weeks ago because he knows how bias they are. This is real fake news!!!! She must be hallucinating. @iMthinkingPinoy @MochaUson @srsasot,,Text,30/01/18 03:58,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2401
08-354,11/05/23 21:17:29,https://twitter.com/HilodJuanita/status/957803943286861824,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@HilodJuanita,Juanita Hilod,Hate Haters,Anonymous,07/17,45,36,,"@IamEthylGabison Kaya nga wala nang nagbabasa sa Rappler, kc alam nang puro fake news binabalita. Kaya nga wala ka nang shows, kc alam nilang pasaway ka sa trabaho at laos ka na. 😂",,"Text, Reply",29/01/18 02:33,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2409
08-355,19/04/23 02:00:58,https://twitter.com/Ultramodern_Man/status/957424283952734208,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Ultramodern_Man,Data Scientist 101,Data Science Director | Business Intelligence Manager | Sr. Investment Analyst | Sr. Data Science Exceutive | Faculty/Professor | Book Author,Anonymous,05/10,1160,386,"Sta.Mesa, Manila","@maanreyes @mariaressa She used this opportunity to build RAPPLER. A compilation of Fake News and Biased reporting. Sa pagpapasara ng Rappler, milyon of funds ang nawala sa kanya. But hey, traditional journalist have still the mainstream media kaya malamang lilipat sila doon and rappler might become",,"Text, Reply",28/01/18 01:25,,Rational,6,0,0,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,2414
